ccg,row_id,row_name,date,Short-acting insulins_items,Short-acting insulins_actual_cost,Intermediate and long-acting insulins_items,Intermediate and long-acting insulins_actual_cost,Sulfonylureas_items,Sulfonylureas_actual_cost,Biguanides_items,Biguanides_actual_cost,Other antidiabetic drugs_items,Other antidiabetic drugs_actual_cost,Treatment of hypoglycaemia_items,Treatment of hypoglycaemia_actual_cost,Diabetic diagnostic and monitoring agents_items,Diabetic diagnostic and monitoring agents_actual_cost
15F,B86006,OULTON MEDICAL CENTRE,2021/7/1,50,2505.02,105,5583.42,137,392,354,1633.71,194,9197.7,14,145.68,138,3007.06
15F,B86006,OULTON MEDICAL CENTRE,2021/8/1,47,2416.98,107,5188.49,129,439.94,329,1603.41,186,9940.59,12,124.85,124,3080.52
15F,B86006,OULTON MEDICAL CENTRE,2021/9/1,52,2353.77,118,6195.25,115,347.44,334,1557.05,189,9257.86,20,194.73,131,2736.84
15F,B86006,OULTON MEDICAL CENTRE,2021/10/1,44,2217.09,95,4486.22,120,402.67,336,1770.41,210,11248.45,10,121.41,128,3050.91
15F,B86006,OULTON MEDICAL CENTRE,2021/11/1,57,2635.38,113,5951.89,121,386.29,328,1327.19,200,10141.31,13,123.91,132,2521
15F,B86006,OULTON MEDICAL CENTRE,2021/12/1,52,2357.29,119,5742.75,139,458,375,1533.04,226,11709.6,14,160.78,137,3015.21
15F,B86006,OULTON MEDICAL CENTRE,2022/1/1,58,2670.11,108,5738.53,110,344.2,318,1256.16,192,9800.11,16,168.86,113,2542.74
15F,B86006,OULTON MEDICAL CENTRE,2022/2/1,52,2603.34,90,4532.67,113,306.64,291,1162.41,201,11146.32,8,64.25,110,2537.89
15F,B86006,OULTON MEDICAL CENTRE,2022/3/1,61,2459.93,110,5961.54,133,368.71,374,1349.48,233,11962.94,14,155.84,119,2391.97
15F,B86006,OULTON MEDICAL CENTRE,2022/4/1,54,2355.03,103,5210.6,132,378.35,348,1316.03,258,13341.6,9,82.27,111,2173.49
15F,B86006,OULTON MEDICAL CENTRE,2022/5/1,53,2407.27,108,6030.29,124,357.54,340,1204.37,263,12453.97,11,143.49,111,2550.74
15F,B86006,OULTON MEDICAL CENTRE,2022/6/1,58,2682.27,101,5047.75,116,345.51,345,1274.77,233,11820.33,7,73.19,103,1896.87
15F,B86006,OULTON MEDICAL CENTRE,2022/7/1,53,2073.72,85,4016.87,136,368.02,320,1425.62,245,12228.35,18,185.74,120,2480.88
15F,B86006,OULTON MEDICAL CENTRE,2022/8/1,53,2300.11,116,5660.89,130,373.9,353,1374.25,269,13220.66,13,185.67,124,2196.63
15F,B86006,OULTON MEDICAL CENTRE,2022/9/1,51,2220.2,95,4820.3,107,287.73,331,1658.53,247,12746.64,13,261.17,110,2188.62
15F,B86006,OULTON MEDICAL CENTRE,2022/10/1,45,1800.25,88,4515.65,94,267.94,271,1340.24,199,10654.24,8,115.27,82,1250.51
15F,B86006,OULTON MEDICAL CENTRE,2022/11/1,58,2519.29,116,6205.25,151,398.7,376,1284.15,296,15622.73,13,230.27,156,2492.71
15F,B86006,OULTON MEDICAL CENTRE,2022/12/1,52,2292.5,98,5052.36,121,349.52,345,1543.95,236,11856.1,15,223.88,108,2305.13
15F,B86006,OULTON MEDICAL CENTRE,2023/1/1,59,2898.76,96,5048.19,133,403.64,358,1427.52,303,15464.03,6,135.55,132,2305.98
15F,B86006,OULTON MEDICAL CENTRE,2023/2/1,52,2373.14,94,4925.05,105,310.33,327,1349.96,248,10815.56,13,162.72,96,1570.85
15F,B86006,OULTON MEDICAL CENTRE,2023/3/1,58,2337.5,102,5226.17,143,433.9,368,1393.67,304,15375.58,12,229.98,123,2189.98
15F,B86006,OULTON MEDICAL CENTRE,2023/4/1,50,2425.72,85,4614.51,124,391.15,340,1297.14,264,12856.83,9,100.93,99,1743.82
15F,B86006,OULTON MEDICAL CENTRE,2023/5/1,54,2566.84,92,4709.06,134,386.51,354,1333.42,285,14567.9,15,212.8,115,1890.8
15F,B86006,OULTON MEDICAL CENTRE,2023/6/1,53,2508.26,102,5707.21,123,383.61,379,1415.33,289,13142.16,15,328.71,115,2106.64
15F,B86006,OULTON MEDICAL CENTRE,2023/7/1,52,2366.69,84,3682.03,144,396.1,363,1365.18,314,15648.23,21,342.7,118,2097.85
15F,B86006,OULTON MEDICAL CENTRE,2023/8/1,49,2195.44,97,4867.77,117,347.47,363,1381.88,288,13031.46,13,279.78,111,1948.59
15F,B86006,OULTON MEDICAL CENTRE,2023/9/1,42,1664.36,102,4959.44,136,359.85,366,1371.11,313,14171.87,9,152.55,121,2234.58
15F,B86006,OULTON MEDICAL CENTRE,2023/10/1,56,2595.65,98,5164.07,152,399.18,351,1273.07,295,12641.48,12,185.8,128,2180.75
15F,B86006,OULTON MEDICAL CENTRE,2023/11/1,59,2784.68,98,5007.54,135,351.81,363,1204.24,303,12835.28,18,480.99,110,2110.47
15F,B86006,OULTON MEDICAL CENTRE,2023/12/1,48,2241.72,97,4787.85,164,336.36,418,1490.66,338,13627.34,8,89.96,92,1488.98
15F,B86006,OULTON MEDICAL CENTRE,2024/1/1,47,2008.41,94,4894.1,169,432.99,415,1448.94,353,14336.17,20,334.51,123,2016.43
15F,B86006,OULTON MEDICAL CENTRE,2024/2/1,50,2074.39,87,4387.95,141,321.54,364,1244.52,305,11979.42,14,179.43,115,2003.9
15F,B86006,OULTON MEDICAL CENTRE,2024/3/1,53,2544.96,86,5003.19,145,355.82,385,1334.81,327,13772.72,15,313.5,99,1529.76
15F,B86006,OULTON MEDICAL CENTRE,2024/4/1,53,2543.38,85,4570.21,164,339.79,387,1246.33,347,14447.39,6,88.5,118,1917.61
15F,B86006,OULTON MEDICAL CENTRE,2024/5/1,55,2469.48,88,4558.67,143,303.46,378,1342.26,354,16464.87,8,136.69,104,1543.22
15F,B86006,OULTON MEDICAL CENTRE,2024/6/1,60,2742.43,97,4695.32,148,301.39,377,1327.17,349,14933.12,13,271.28,120,1912.73
15F,B86006,OULTON MEDICAL CENTRE,2024/7/1,47,2165.54,92,4578.33,150,353.32,403,1808.6,392,18414.28,16,310.04,120,1856.05
15F,B86006,OULTON MEDICAL CENTRE,2024/8/1,56,2571.41,99,5124.31,147,316.99,419,1944.22,405,19186.93,20,310.46,126,1991.45
15F,B86006,OULTON MEDICAL CENTRE,2024/9/1,49,2291.27,86,4532.25,146,290.18,384,1656.8,372,18633.27,19,252.04,104,1617.29
15F,B86006,OULTON MEDICAL CENTRE,2024/10/1,49,2277.96,96,4917.78,153,305.67,393,1857.14,408,20439.36,7,129.87,111,1537.86
15F,B86006,OULTON MEDICAL CENTRE,2024/11/1,63,2879.74,101,5302.36,145,279.81,392,1628.49,427,21487.92,15,313.32,107,1713.64
15F,B86006,OULTON MEDICAL CENTRE,2024/12/1,50,2384.45,94,4836.62,146,267.48,412,1590.27,441,22738.92,12,327.13,113,2037.35
15F,B86006,OULTON MEDICAL CENTRE,2025/1/1,61,2769.79,97,4735.76,166,318.05,466,1547.44,487,24962.92,9,251.17,124,2016.11
15F,B86006,OULTON MEDICAL CENTRE,2025/2/1,39,1789.09,86,4559.34,116,222.32,338,1025.78,362,16782.07,6,84.07,111,1700.23
15F,B86006,OULTON MEDICAL CENTRE,2025/3/1,62,3119.48,112,5687.75,150,325.82,422,1381.17,496,23573.26,7,189.92,85,1438.08
15F,B86006,OULTON MEDICAL CENTRE,2025/4/1,65,3224.2,98,4749.99,124,223.09,424,1253.69,454,21603.31,11,163.23,101,1539.44
15F,B86006,OULTON MEDICAL CENTRE,2025/5/1,55,2561.87,108,5773.13,136,274.42,421,1262.67,465,23099.77,13,287.2,93,1416.74
15F,B86007,WINDMILL HEALTH CENTRE,2020/6/1,25,1316.23,69,3425.25,92,327.28,311,1581.56,206,7656.97,1,2.33,87,2626.09
15F,B86007,WINDMILL HEALTH CENTRE,2020/7/1,17,850.17,65,3235.14,124,340.28,395,1903.77,225,7952.34,5,42.28,94,2003.34
15F,B86007,WINDMILL HEALTH CENTRE,2020/8/1,18,991.32,65,3304.31,98,339.83,331,1737.02,194,7170.5,3,26.37,62,1405.39
15F,B86007,WINDMILL HEALTH CENTRE,2020/9/1,22,1054.84,65,3077.43,105,328.12,365,1966.65,194,7514.66,3,26.63,98,2047.92
15F,B86007,WINDMILL HEALTH CENTRE,2020/10/1,19,937.45,71,3501.04,105,324.93,343,1751.72,217,7965.34,3,15.65,94,1960.85
15F,B86007,WINDMILL HEALTH CENTRE,2020/11/1,24,1292.88,78,4188.91,112,337.44,398,1980.81,313,8741.04,2,24.07,106,2437.97
15F,B86007,WINDMILL HEALTH CENTRE,2020/12/1,23,1306.75,74,3483.23,109,347.42,361,1837.18,228,8022.73,4,29,102,2422.97
15F,B86007,WINDMILL HEALTH CENTRE,2021/1/1,28,1403.44,59,2945.59,105,392.22,308,1603.7,211,7872.37,4,37.16,75,1622.83
15F,B86007,WINDMILL HEALTH CENTRE,2021/2/1,23,1084.9,64,3454.02,81,252.2,318,1625.63,187,7124.88,4,33.39,78,1696.5
15F,B86007,WINDMILL HEALTH CENTRE,2021/3/1,23,1294.39,64,3381.12,111,387.68,313,1731.89,201,7982.98,9,83.84,102,2119.31
15F,B86007,WINDMILL HEALTH CENTRE,2021/4/1,28,1262.32,68,3151.03,83,253.03,326,1375.08,208,7477.63,1,6.68,78,1828.06
15F,B86007,WINDMILL HEALTH CENTRE,2021/5/1,19,1227.58,59,3317.89,113,360.16,344,1462.83,213,7932.23,4,13.7,74,1499.66
15F,B86007,WINDMILL HEALTH CENTRE,2021/6/1,20,966.43,72,3518.51,101,306.76,348,1496.73,226,9165.09,5,37.2,93,1939.24
15F,B86007,WINDMILL HEALTH CENTRE,2021/7/1,29,1470.53,80,4534.56,103,310.09,346,1439.41,242,9430.55,5,33.18,87,1992.93
15F,B86007,WINDMILL HEALTH CENTRE,2021/8/1,25,1071.31,53,2450.18,105,281.62,324,1174.99,226,8068.59,3,20.08,97,1532.93
15F,B86007,WINDMILL HEALTH CENTRE,2021/9/1,25,1313.57,66,3236.53,109,335.75,352,1412.05,251,8879.87,5,40.11,75,1620.37
15F,B86007,WINDMILL HEALTH CENTRE,2021/10/1,21,1174,53,3042.14,71,192.26,255,1056.05,200,6998.83,2,28.17,66,1289.15
15F,B86007,WINDMILL HEALTH CENTRE,2021/11/1,27,1418.06,89,4435.07,110,370.18,407,1561.44,316,12204.75,3,28.23,107,2036.96
15F,B86007,WINDMILL HEALTH CENTRE,2021/12/1,28,1558.56,79,4043.6,91,271.26,362,1296.82,271,9593.83,5,84.39,92,1817.15
15F,B86007,WINDMILL HEALTH CENTRE,2022/1/1,19,942.65,60,2695.38,96,249.81,330,1086.18,293,10046.1,4,76.68,86,1677.37
15F,B86007,WINDMILL HEALTH CENTRE,2022/2/1,17,1074.42,55,2626.03,92,254.12,308,1059.59,245,8481.77,2,17.53,67,1132.41
15F,B86007,WINDMILL HEALTH CENTRE,2022/3/1,27,1464.85,74,3422.86,97,268.94,334,922.71,294,10341.68,7,84.26,104,1973.84
15F,B86007,WINDMILL HEALTH CENTRE,2022/4/1,24,1165.56,73,3422.86,95,237.2,312,1080.31,286,10475.35,5,68.53,94,2121.81
15F,B86007,WINDMILL HEALTH CENTRE,2022/5/1,29,1451.25,70,3436.21,126,276.1,345,988.12,317,9859.76,7,114.99,61,1154.78
15F,B86007,WINDMILL HEALTH CENTRE,2022/6/1,24,1303.62,60,3145.91,121,291.48,341,1149.9,287,9343.04,2,17.51,68,1314.04
15F,B86007,WINDMILL HEALTH CENTRE,2022/7/1,26,1370.74,80,4049.64,108,281.47,330,1018.93,302,10170.44,7,87.46,84,1518.63
15F,B86007,WINDMILL HEALTH CENTRE,2022/8/1,16,1080.5,52,2425.66,118,258.51,323,659.43,282,9200.22,2,13.14,67,1128.38
15F,B86007,WINDMILL HEALTH CENTRE,2022/9/1,25,1455.37,62,3064.44,100,232.92,354,1124.41,272,9830.55,6,35.59,70,1235.58
15F,B86007,WINDMILL HEALTH CENTRE,2022/10/1,30,1667.06,90,4301.62,153,340.99,428,1054.35,378,12202.2,6,39.92,111,1786.7
15F,B86007,WINDMILL HEALTH CENTRE,2022/11/1,24,1004.22,66,3413.03,130,271.66,414,1001.27,357,12012.28,3,19.85,70,1252.98
15F,B86007,WINDMILL HEALTH CENTRE,2022/12/1,34,1795.53,78,3374.25,98,201.35,370,1046.24,328,12074.87,5,48.4,84,1392.08
15F,B86007,WINDMILL HEALTH CENTRE,2023/1/1,20,1133.7,67,3552.62,111,267.34,391,908.59,348,12084.47,3,28.36,73,1098.06
15F,B86007,WINDMILL HEALTH CENTRE,2023/2/1,22,1002.8,73,3493.74,106,239.35,365,982.55,348,11224.02,1,6.72,84,1497.93
15F,B86007,WINDMILL HEALTH CENTRE,2023/3/1,32,1940.58,85,4278.3,127,307.27,406,1142.56,377,14406.61,6,35.42,104,1394.56
15F,B86007,WINDMILL HEALTH CENTRE,2023/4/1,22,905.59,69,3026.04,93,219.76,349,837.69,349,12076.29,0,0,79,1205.75
15F,B86007,WINDMILL HEALTH CENTRE,2023/5/1,34,1929.56,80,4000.14,109,262.55,355,871.55,339,13100.17,4,26.74,90,1521.98
15F,B86007,WINDMILL HEALTH CENTRE,2023/6/1,25,1386.83,78,3651.82,110,272.02,378,996.42,345,11796.55,4,15.53,91,1381.89
15F,B86007,WINDMILL HEALTH CENTRE,2023/7/1,21,905.77,77,3493.51,118,255.73,400,906.95,362,11181.8,5,39.16,109,1554.99
15F,B86007,WINDMILL HEALTH CENTRE,2023/8/1,30,1550.36,86,4296.13,119,211.84,392,969.95,391,11042.85,7,46.41,102,1342.34
15F,B86007,WINDMILL HEALTH CENTRE,2023/9/1,27,1542.33,81,3832.28,101,230.4,366,1111.84,381,12449.54,6,35.62,77,1117.11
15F,B86007,WINDMILL HEALTH CENTRE,2023/10/1,30,1435.23,75,3635.63,110,212.68,352,801.45,342,10302.79,7,38.03,86,1446.86
15F,B86007,WINDMILL HEALTH CENTRE,2023/11/1,35,1647.12,84,4304.11,124,235.39,391,918.4,414,12276.75,2,4.72,104,1628.98
15F,B86007,WINDMILL HEALTH CENTRE,2023/12/1,39,1639.44,87,4096.32,101,185.37,420,897.64,417,12097.95,6,25.64,86,1364.49
15F,B86007,WINDMILL HEALTH CENTRE,2024/1/1,26,1318.45,79,4393.51,116,225.85,400,946.84,402,11508.64,3,20.96,78,1077.12
15F,B86007,WINDMILL HEALTH CENTRE,2024/2/1,31,2241.62,77,4088.09,116,198.67,408,857.15,424,10308.93,2,9.12,78,1132.62
15F,B86007,WINDMILL HEALTH CENTRE,2024/3/1,24,1206.76,69,3324.31,105,186.8,422,898.6,417,11215.26,8,45.61,76,1013.56
15F,B86007,WINDMILL HEALTH CENTRE,2024/4/1,30,1719.77,85,4739.23,116,176.96,395,865.22,432,12694.01,2,29.87,92,1126.58
15F,B86007,WINDMILL HEALTH CENTRE,2024/5/1,32,1782.36,77,3848.02,123,176.78,420,917.33,430,13598.68,9,126.35,98,1246.95
15F,B86007,WINDMILL HEALTH CENTRE,2024/6/1,31,3327.22,76,4042.84,116,143.88,411,773.13,431,12798.9,4,50.89,99,1139.23
15F,B86007,WINDMILL HEALTH CENTRE,2024/7/1,24,1599.38,64,3945.06,126,200.3,418,1057.22,455,14307.72,3,14.32,91,1229.56
15F,B86007,WINDMILL HEALTH CENTRE,2024/8/1,28,1159.06,68,3537.77,123,182.76,441,1028.3,501,13539.64,4,45.87,74,902.16
15F,B86007,WINDMILL HEALTH CENTRE,2024/9/1,32,2064.94,72,4097.99,115,168.27,384,1003.85,444,13883.82,6,43.84,87,1044.83
15F,B86007,WINDMILL HEALTH CENTRE,2024/10/1,31,1594.21,67,3750.84,128,167.1,410,1077.41,457,13733.07,5,32.01,82,967.84
15F,B86007,WINDMILL HEALTH CENTRE,2024/11/1,26,1688.8,70,4102.2,120,142.89,404,927.24,457,13512.93,3,57.67,82,909
15F,B86007,WINDMILL HEALTH CENTRE,2024/12/1,27,1723.26,71,3825.13,122,154.25,411,929.75,490,15932.9,2,20.43,82,1039.8
15F,B86007,WINDMILL HEALTH CENTRE,2025/1/1,19,769.53,80,4372.01,128,162.65,442,919.08,526,16833.69,3,47.65,90,979.91
15F,B86007,WINDMILL HEALTH CENTRE,2025/2/1,25,1640.94,66,3599.24,100,127.23,342,719.07,462,15014.73,2,27.23,73,867.3
15F,B86007,WINDMILL HEALTH CENTRE,2025/3/1,35,2748.44,70,3850.72,130,159.91,411,861.49,561,17703.54,7,61.3,85,1205.51
15F,B86007,WINDMILL HEALTH CENTRE,2025/4/1,30,2439.98,80,4289.38,124,151.05,431,864.88,536,17277.52,4,39.17,94,1052.86
15F,B86007,WINDMILL HEALTH CENTRE,2025/5/1,37,2344.4,72,3627.2,124,141.98,412,817.57,569,19581.31,2,13.63,68,868.92
15F,B86008,ALWOODLEY MEDICAL CENTRE,2020/6/1,49,2635.69,89,4303.9,199,582.8,514,2101.51,211,7928.27,7,93.81,132,2947.33
15F,B86008,ALWOODLEY MEDICAL CENTRE,2020/7/1,43,2171.52,94,4297.59,229,730.71,539,2619.73,209,8324.64,6,50.1,142,3311.21
15F,B86008,ALWOODLEY MEDICAL CENTRE,2020/8/1,39,1714.81,82,3938.8,214,637.77,504,2379.09,232,9337.4,3,32.13,137,3262.4
15F,B86008,ALWOODLEY MEDICAL CENTRE,2020/9/1,58,2980,96,4452.01,215,584.52,541,2468.01,221,7902.81,7,83.08,146,3605.2
15F,B86008,ALWOODLEY MEDICAL CENTRE,2020/10/1,41,1897.19,90,4220.98,221,607.92,533,2403.41,246,9565.42,6,59.29,132,2660.71
15F,B86008,ALWOODLEY MEDICAL CENTRE,2020/11/1,53,2875.02,91,4212.89,205,572.27,510,2227.6,221,8523.44,5,84.03,138,3408.03
15F,B86008,ALWOODLEY MEDICAL CENTRE,2020/12/1,56,2671.4,100,4490.36,216,591.63,521,2325.31,247,9086.65,8,76.81,138,3371.23
15F,B86008,ALWOODLEY MEDICAL CENTRE,2021/1/1,58,3750.26,98,4423.72,216,593.15,498,2060.77,224,8826.07,5,59.44,161,3905.21
15F,B86008,ALWOODLEY MEDICAL CENTRE,2021/2/1,36,1735.79,79,3687.4,204,547.46,476,2081.03,226,8427.82,4,41.52,142,2973.79
15F,B86008,ALWOODLEY MEDICAL CENTRE,2021/3/1,45,2182.78,89,4357.09,211,540.17,524,2199.61,244,9186.52,4,36.83,154,4002.02
15F,B86008,ALWOODLEY MEDICAL CENTRE,2021/4/1,43,2256.37,93,4365.97,238,610.85,554,2059.47,264,10251.28,8,72.34,145,3279.98
15F,B86008,ALWOODLEY MEDICAL CENTRE,2021/5/1,50,2350.87,93,4312.97,238,661.34,580,2120.47,325,11441.74,8,72.59,137,3035.09
15F,B86008,ALWOODLEY MEDICAL CENTRE,2021/6/1,52,2376.79,121,5833.93,241,621.57,628,2378.36,305,12917.87,10,98.41,162,3813.56
15F,B86008,ALWOODLEY MEDICAL CENTRE,2021/7/1,56,2883.76,101,5169.39,216,640.52,578,2016.62,296,12249.32,10,91.82,164,3170.3
15F,B86008,ALWOODLEY MEDICAL CENTRE,2021/8/1,48,1978.88,114,5438.14,189,490.47,566,1959.2,299,11086.25,9,94.01,146,3382.31
15F,B86008,ALWOODLEY MEDICAL CENTRE,2021/9/1,66,3052.99,115,4913.99,271,665.21,698,2341.88,328,12302.98,9,84.8,160,3781.13
15F,B86008,ALWOODLEY MEDICAL CENTRE,2021/10/1,48,2382.44,103,4635.81,228,562.92,601,2024.29,317,12967.59,8,70.23,158,3131.34
15F,B86008,ALWOODLEY MEDICAL CENTRE,2021/11/1,58,2599.21,108,5449.98,233,552.6,629,1895.32,332,13152.18,8,93.15,161,3512.97
15F,B86008,ALWOODLEY MEDICAL CENTRE,2021/12/1,65,2952.31,114,5459.04,265,663.15,671,2071.7,360,13696.47,14,112.62,157,2921.53
15F,B86008,ALWOODLEY MEDICAL CENTRE,2022/1/1,48,2285.3,94,4354.3,212,435.93,604,1601.69,320,12193.67,9,80.64,150,2909.71
15F,B86008,ALWOODLEY MEDICAL CENTRE,2022/2/1,43,1783.4,95,4739.08,208,418.37,589,1843.14,292,10988.26,5,62.97,131,2780.89
15F,B86008,ALWOODLEY MEDICAL CENTRE,2022/3/1,60,2584.85,111,5385.38,237,559.11,632,1849.57,372,14880.24,7,72.99,163,3382.28
15F,B86008,ALWOODLEY MEDICAL CENTRE,2022/4/1,57,2914.25,109,4869.84,219,446.9,657,1987.55,346,13146.43,8,84.73,129,2913.27
15F,B86008,ALWOODLEY MEDICAL CENTRE,2022/5/1,57,2697.65,94,4937.45,236,539.43,667,1965.41,376,14280.68,13,152.47,152,3072.76
15F,B86008,ALWOODLEY MEDICAL CENTRE,2022/6/1,55,2310.13,91,4224.34,217,482.51,641,2092.1,358,13076.01,13,177.52,139,2648.78
15F,B86008,ALWOODLEY MEDICAL CENTRE,2022/7/1,56,2828.65,99,4565.02,216,406.33,647,1967.93,335,12450.05,9,92.06,129,2566.76
15F,B86008,ALWOODLEY MEDICAL CENTRE,2022/8/1,66,3367.23,105,5354.43,229,480.2,683,1959.44,409,15121.08,14,188.66,153,3207.37
15F,B86008,ALWOODLEY MEDICAL CENTRE,2022/9/1,60,2624.84,107,5266.21,195,425.63,617,2205.56,343,13420.21,10,149.37,141,2586.41
15F,B86008,ALWOODLEY MEDICAL CENTRE,2022/10/1,51,2427.57,114,5539.2,203,388.52,637,2027.48,406,14420.81,12,145.13,152,2990.66
15F,B86008,ALWOODLEY MEDICAL CENTRE,2022/11/1,57,2695.63,106,4863.7,241,534.65,706,2051.49,431,15883.88,16,247.08,154,3183.46
15F,B86008,ALWOODLEY MEDICAL CENTRE,2022/12/1,59,2809.16,114,5410.32,227,450.18,677,2158.43,391,14647.99,9,210.38,140,2572.68
15F,B86008,ALWOODLEY MEDICAL CENTRE,2023/1/1,53,2173,107,4966.28,200,460.38,658,1889.06,371,14228.62,12,234.22,145,2414.6
15F,B86008,ALWOODLEY MEDICAL CENTRE,2023/2/1,63,2916.47,89,4099.84,216,477.14,630,1881.15,409,14714.74,12,200.35,149,2674.48
15F,B86008,ALWOODLEY MEDICAL CENTRE,2023/3/1,52,2328.11,108,5061.45,209,427.49,673,1884.64,438,15123.34,8,180.3,152,2731.38
15F,B86008,ALWOODLEY MEDICAL CENTRE,2023/4/1,53,2568.99,96,4604.78,240,561.05,704,2029.76,426,15391.62,10,129.64,129,2102.7
15F,B86008,ALWOODLEY MEDICAL CENTRE,2023/5/1,56,2846.43,106,4429.25,193,432.88,604,1992.36,424,16205.7,7,155.28,136,2493.21
15F,B86008,ALWOODLEY MEDICAL CENTRE,2023/6/1,63,2788.78,117,4890.33,259,575.89,717,2220.75,447,15932.62,7,72.69,167,2883.87
15F,B86008,ALWOODLEY MEDICAL CENTRE,2023/7/1,74,4012.64,113,5769.84,224,435.48,693,2214.14,479,15824.15,15,360.72,155,3363.8
15F,B86008,ALWOODLEY MEDICAL CENTRE,2023/8/1,57,2768.44,126,5332.19,216,502,673,2135.92,492,15736.05,11,176.25,152,2674.93
15F,B86008,ALWOODLEY MEDICAL CENTRE,2023/9/1,55,2865.44,99,4385.52,206,408.55,655,2219.95,478,16075.6,12,132.85,139,2286.05
15F,B86008,ALWOODLEY MEDICAL CENTRE,2023/10/1,59,3105.52,105,4668.13,214,379.91,685,2010.06,472,15314.63,10,177.98,121,2390.04
15F,B86008,ALWOODLEY MEDICAL CENTRE,2023/11/1,65,3163.08,124,5709.99,230,453.73,688,2141.51,546,17271.34,15,221.32,122,2043.49
15F,B86008,ALWOODLEY MEDICAL CENTRE,2023/12/1,61,2691.88,108,4473.34,219,480.37,670,2181.98,476,15030.26,12,156.75,123,2136.53
15F,B86008,ALWOODLEY MEDICAL CENTRE,2024/1/1,66,3465.83,107,4520.1,205,427.1,685,1935.78,518,13982.7,9,92.93,123,2072.3
15F,B86008,ALWOODLEY MEDICAL CENTRE,2024/2/1,64,2755.66,113,5453.19,246,532.24,717,2334.69,556,16758.92,13,154.2,122,1664.07
15F,B86008,ALWOODLEY MEDICAL CENTRE,2024/3/1,64,3474.08,118,5104.27,220,441.43,691,1611.05,507,13437.16,13,168.67,129,2062.57
15F,B86008,ALWOODLEY MEDICAL CENTRE,2024/4/1,54,2668.83,104,5049.04,230,481.68,672,1949.29,511,16602.83,13,182.6,132,2102.15
15F,B86008,ALWOODLEY MEDICAL CENTRE,2024/5/1,72,4140.26,116,5332.26,248,366.98,793,2230.94,602,15907.51,4,54.46,154,1877.46
15F,B86008,ALWOODLEY MEDICAL CENTRE,2024/6/1,74,3772.89,100,4694.02,243,514.01,735,2076.17,576,16957.23,9,115.11,129,1925.54
15F,B86008,ALWOODLEY MEDICAL CENTRE,2024/7/1,81,4606.18,118,5544.82,249,494.59,794,2536.64,599,18468.58,8,121.32,134,1877.01
15F,B86008,ALWOODLEY MEDICAL CENTRE,2024/8/1,65,3009.23,104,4922.6,256,473.13,780,2339.46,607,17700.07,13,217.43,136,1983.8
15F,B86008,ALWOODLEY MEDICAL CENTRE,2024/9/1,45,2504.87,106,5504.12,220,440.1,782,2398.29,593,16723.86,9,104.79,123,1732.12
15F,B86008,ALWOODLEY MEDICAL CENTRE,2024/10/1,79,3879.31,128,6370.02,234,358,793,2772.11,604,18211.42,7,89.09,127,1770.98
15F,B86008,ALWOODLEY MEDICAL CENTRE,2024/11/1,57,3179.49,91,4744.2,220,390.43,727,2078.58,588,17435.07,8,102.13,116,1199.19
15F,B86008,ALWOODLEY MEDICAL CENTRE,2024/12/1,55,2734.53,99,4463.95,214,345.94,738,2032.27,610,17502.27,6,87.28,132,1405.2
15F,B86008,ALWOODLEY MEDICAL CENTRE,2025/1/1,64,3557.71,106,5314.5,238,420.08,797,2231.95,654,18974.08,14,190.54,131,1513.09
15F,B86008,ALWOODLEY MEDICAL CENTRE,2025/2/1,59,3082.41,100,5071.41,235,354.64,762,1490.62,627,17004.31,7,79.9,111,1387.01
15F,B86008,ALWOODLEY MEDICAL CENTRE,2025/3/1,60,3189.48,92,4290.93,194,353.41,695,1797.78,620,18645.51,12,143.55,112,1077.43
15F,B86008,ALWOODLEY MEDICAL CENTRE,2025/4/1,46,2481.2,104,4853.26,200,320.63,746,1521.61,707,20594.06,10,146.48,105,1133.48
15F,B86008,ALWOODLEY MEDICAL CENTRE,2025/5/1,65,3245.26,99,4859.69,200,395.7,758,1624.61,727,20400.82,14,203.84,104,1172.55
15F,B86009,MANSTON SURGERY,2020/6/1,23,970.79,41,2052.87,76,329.82,210,1405.84,77,4686.65,5,55.33,76,2080.31
15F,B86009,MANSTON SURGERY,2020/7/1,19,796.12,37,1745.73,85,361.17,233,1740.54,83,5267.22,9,70.12,81,2110.81
15F,B86009,MANSTON SURGERY,2020/8/1,22,974.88,35,1690.19,69,241.96,201,1305.17,70,4190.02,10,91.91,78,1916
15F,B86009,MANSTON SURGERY,2020/9/1,25,1074.7,44,2594.63,94,348.19,245,1701.37,90,5780.24,7,44.04,82,2318.22
15F,B86009,MANSTON SURGERY,2020/10/1,18,900.69,36,1900.02,76,286.63,228,1484.77,90,5021.06,5,61.65,86,2106.91
15F,B86009,MANSTON SURGERY,2020/11/1,22,905.5,36,1986.12,80,283.11,222,1492.02,80,5124.96,7,87.56,84,1761.4
15F,B86009,MANSTON SURGERY,2020/12/1,15,718.4,35,1978.69,75,280.7,216,1490.09,94,6275.24,3,26.1,66,1624.11
15F,B86009,MANSTON SURGERY,2021/1/1,22,1078.75,37,1931.71,61,261.54,211,1430.8,84,6199.63,5,31.1,72,1792.78
15F,B86009,MANSTON SURGERY,2021/2/1,17,671.65,39,2046.68,68,275.44,186,1280.41,81,5430.49,4,18.04,81,2092.01
